-1.05, -0.75, -1.21, 1.2, 0.15, 1.69, -1.05, -1.35, -0.97, 0.0, 0.75, -0.97, 2.4, 1.05, -0.49, 1.65, -2.55, -4.84, -4.2, 2.7, 2.17, -1.65, 0.45, -0.25, -0.9, 2.25, -2.66, -5.25, -4.8, -7.02, 4.5, 5.55, 5.57, 2.55, 0.9, 2.42, -0.3, 0.15, -0.72, -2.1, 1.05, -0.73, 3.6, -0.45, 1.21, -0.9, -0.45, -0.72,
-0.9, 0.3, -0.24, 1.35, -0.9, -0.24, -2.25, -1.8, 2.17, -0.15, 0.15, 0.24, 1.8, 1.8, 0.73, 1.2, -3.15, -3.87, -1.2, 1.5, 2.66, -0.6, 1.65, 0.97, -0.75, -0.3, -2.17, -3.75, -4.5, -7.26, 6.45, 4.8, 8.47, 0.0, -0.3, 1.69, 0.75, 0.6, -0.24, -1.65, -0.45, -1.94, 1.95, 0.15, 1.7, 0.9, -0.6, -0.48,
0.15, 0.15, 1.94, 1.05, -1.95, -1.46, -2.7, -0.9, -0.73, 1.8, -0.6, 0.24, 2.4, 2.25, -1.45, 1.65, -3.75, -4.84, -3.45, 1.8, 3.15, -1.65, 0.75, -0.49, -1.95, 1.2, 0.24, -3.6, -4.8, -7.98, 4.95, 5.85, 6.54, 1.95, 0.45, 2.66, 0.15, 0.0, 1.45, -1.2, 0.0, 0.24, 2.7, 0.0, 0.48, 0.0, 1.05, -0.24,
0.45, -0.3, -1.7, 0.15, -0.3, -1.46, -1.2, 0.15, 1.21, 0.3, 1.2, 0.24, 2.85, -0.45, 0.72, 1.5, -4.05, -2.9, -3.75, 1.8, 2.18, -1.2, -0.15, 0.49, -1.35, 1.2, -1.7, -3.75, -5.4, -8.23, 4.2, 6.9, 5.33, 1.95, 1.8, 1.21, -1.65, 1.2, 2.42, -1.65, -1.2, -1.21, 2.25, 0.45, 0.24, -0.45, 0.0, -1.21,
0.15, -1.05, -3.39, 1.2, -1.05, 2.42, -1.05, -1.2, 0.73, -0.45, 0.9, 2.9, 2.1, -1.2, 0.0, 2.25, -3.3, -3.15, -1.95, 2.25, 3.14, -1.65, -0.15, -1.21, -1.05, 2.4, -1.21, -3.6, -3.75, -9.92, 4.05, 5.85, 7.99, -0.3, 0.45, 0.0, 1.35, 0.75, 2.18, -1.05, -0.45, -2.18, 3.0, 0.0, 1.93, 0.6, 1.2, -1.45,
0.3, 0.75, -0.73, -0.15, -0.45, 0.25, -1.65, -2.4, 2.18, 1.8, -0.3, 0.0, 0.9, 1.65, -0.48, 2.25, -3.15, -3.88, -3.15, 1.65, 2.91, -1.05, 0.75, 0.96, -2.1, 0.75, 0.97, -4.5, -3.9, -7.74, 5.1, 6.45, 4.84, 0.9, 0.9, 1.93, 0.45, -0.45, 0.24, -3.15, -0.75, -2.66, 2.7, -0.15, 0.24, -0.6, -0.15, -1.69,
-0.6, 0.15, 0.24, 1.35, -0.9, -0.73, -1.2, -0.3, -1.21, -0.6, -0.75, 0.72, 2.25, 0.0, 0.24, 1.05, -4.2, -4.36, -4.95, 2.1, 4.59, -2.85, 0.0, -1.46, -2.55, 0.15, -1.93, -4.05, -3.9, -7.74, 4.65, 6.45, 7.02, 2.55, -0.45, 2.66, 0.45, 0.6, -0.97, -1.65, -2.25, -1.93, 2.4, 1.35, 0.96, -0.6, -0.15, 1.21,
-0.9, 1.05, -1.21, 1.2, -0.9, -1.45, -1.5, 0.9, -0.72, 0.9, -1.05, 0.72, 0.9, 1.2, -1.21, 0.9, -2.1, -3.63, -2.55, 2.55, 3.87, -2.1, -1.2, -0.97, -1.05, 1.95, -0.97, -3.6, -5.85, -9.68, 6.15, 6.6, 4.84, 0.75, 0.3, 0.24, -1.35, 0.0, 1.45, -1.95, -1.05, -3.87, 1.5, 1.2, 1.21, 0.75, 1.05, 1.21,
-0.9, -0.15, -0.25, 1.2, -2.4, -1.21, -0.6, 0.45, -0.97, -0.15, 0.75, 0.73, 1.65, -0.15, 0.25, 2.25, -2.1, -2.42, -3.3, 1.65, 2.42, -1.5, 0.0, -0.48, -2.85, 1.95, -3.14, -4.05, -3.9, -8.23, 4.05, 4.35, 5.57, 1.65, 1.05, -0.49, 1.35, 1.8, 0.73, -0.75, -1.05, -1.7, 2.25, 0.75, 0.24, -1.95, 1.2, -2.42,
-1.35, 1.35, -1.45, 0.75, -0.3, -0.48, -2.1, 0.75, -1.21, 0.45, -0.45, 0.97, 3.15, 1.8, -1.93, 0.9, -3.75, -2.42, -2.25, 1.5, 2.66, -1.05, -0.6, -0.48, 0.15, 0.45, -0.48, -3.15, -4.35, -9.92, 4.65, 4.95, 7.02, 2.4, 2.1, 0.97, 0.3, 0.9, -0.24, -1.5, -0.3, -0.49, 0.6, 0.3, 2.18, -0.15, 0.3, 0.97,
