-1.35, 0.15, -0.49, 2.25, -0.6, 0.0, -1.95, 0.9, -2.18, -0.3, 0.6, 0.0, 0.75, 1.35, 0.73, 3.15, -5.85, -5.08, -5.7, 2.85, 3.87, -2.85, 1.95, -0.72, -2.25, 2.25, -2.18, -4.05, -8.85, -13.55, 7.65, 7.65, 9.92, 2.1, 1.8, 1.94, -1.65, 0.0, -0.24, -1.95, -0.45, -0.48, 1.8, 0.75, 1.45, 0.15, -0.15, 0.48,
-0.75, 0.6, 0.0, 1.8, 1.2, 0.97, -1.65, -0.15, -0.48, -0.45, 1.35, -1.7, 1.05, 0.6, -0.48, 1.2, -5.7, -5.08, -5.4, 5.25, 3.63, -1.65, 0.0, 1.21, -3.6, 0.9, -2.42, -5.85, -7.8, -10.65, 8.4, 7.65, 9.92, 2.4, 1.65, 2.18, 0.75, 0.9, 0.73, -2.1, -1.5, -3.63, 3.0, 2.55, 4.11, -0.45, 1.35, -0.97,
-0.3, -0.6, -0.48, 0.45, -0.9, 0.72, -5.1, -1.5, -1.45, 1.2, 0.45, 1.45, 3.9, 0.75, -0.73, 2.55, -4.8, -4.84, -4.2, 3.45, 3.39, 0.3, 1.2, -2.66, -3.15, 1.05, -0.24, -2.85, -6.75, -10.41, 6.75, 7.2, 10.65, 1.95, 1.65, 0.0, 0.3, 0.6, 0.48, -1.95, -0.75, -0.96, 1.65, -0.3, 1.21, -0.9, 1.35, -0.73,
0.75, -0.75, 0.73, 2.55, -2.7, 0.73, -3.3, 0.15, -1.21, 2.1, 2.55, -1.21, 3.0, 1.65, 0.97, 2.25, -4.65, -5.08, -6.6, 3.75, 5.08, -2.25, 0.45, -0.48, -3.75, 1.35, -4.59, -4.95, -7.05, -14.52, 8.4, 7.95, 10.17, 3.0, 3.3, 0.0, 0.75, 0.3, 2.67, -2.55, -2.55, -2.42, 4.5, 1.05, 4.36, -0.3, 0.15, -0.97,
-0.9, 1.2, -1.69, 2.4, 0.3, 1.93, -2.7, -0.75, -0.49, 3.15, 0.75, 0.0, 2.25, 0.75, -0.73, 3.0, -5.7, -4.6, -6.3, 4.2, 4.35, -1.2, 0.0, -2.9, -1.8, 1.2, -2.42, -4.5, -8.25, -13.31, 8.25, 8.85, 6.77, 1.65, 2.25, -1.21, 0.75, 0.6, 1.7, 0.0, 0.0, -2.66, 2.85, 0.45, -0.73, -1.05, -0.15, -1.45,
-0.6, 0.6, 0.73, 1.05, -1.05, -0.24, -3.75, -0.3, -2.42, 1.95, 0.3, -0.25, 2.25, 1.05, 0.0, 1.05, -5.55, -5.81, -5.1, 3.0, 2.18, -2.25, 0.0, 0.48, -1.65, 1.8, -1.46, -5.1, -7.95, -12.58, 8.25, 8.4, 9.92, 1.65, 1.5, 1.45, 1.5, 0.45, 0.97, -2.4, -0.9, -3.63, 3.0, -1.05, 3.63, -0.45, 2.1, 0.73,
0.3, -0.45, 0.97, 3.0, -0.75, 0.0, -2.1, -0.3, -0.97, 1.65, 0.3, -0.72, 2.7, 0.45, 0.0, 3.3, -5.7, -4.11, -5.7, 4.35, 4.12, -2.1, 0.0, 0.73, -2.85, 0.45, -1.69, -5.55, -7.65, -13.31, 9.15, 8.7, 8.71, 1.2, 2.1, 3.39, -0.9, 1.8, 0.49, -2.55, -2.4, -2.42, 4.05, -0.15, -0.72, -1.05, -0.9, 0.96,
-1.2, -0.45, -0.49, 1.35, -1.2, 1.45, -2.55, -0.9, -0.73, 0.0, -0.3, 0.25, 1.8, 1.05, -1.21, 2.55, -4.95, -6.05, -6.0, 4.05, 3.39, -1.95, -0.6, 0.0, -1.8, 1.35, -1.69, -7.5, -7.05, -12.34, 8.1, 8.25, 11.13, 1.8, 1.8, 0.73, 0.9, 1.2, 0.48, -2.7, -1.65, -2.66, 3.15, -0.6, 1.45, -0.45, 1.65, -0.73,
-1.35, 0.0, 0.24, 2.1, -0.9, 0.24, -3.3, -0.6, 0.0, 1.8, 0.3, 1.21, 1.8, 0.9, -1.7, 2.7, -4.5, -3.87, -5.85, 2.55, 1.94, -1.5, 1.35, -1.7, -2.55, 0.75, -0.72, -5.55, -7.05, -12.82, 9.3, 7.5, 10.41, 2.85, 1.2, 1.45, -0.3, 0.3, -0.25, -0.75, -1.5, -2.66, 3.3, 0.75, 1.21, -0.3, -0.6, 0.97,
-0.3, 0.15, -0.24, 2.7, -2.1, -0.73, -2.1, 1.5, -0.48, 1.2, -1.2, 0.48, 1.5, -0.75, -0.96, 2.4, -6.45, -6.54, -4.2, 4.35, 4.12, -1.8, 0.9, 0.73, -1.05, 0.9, -1.21, -4.8, -6.9, -12.59, 6.75, 7.8, 9.68, 2.25, 1.5, 1.69, 0.3, 0.6, 1.94, -1.8, -1.05, -2.42, 1.95, 0.6, 0.97, -0.15, 0.0, -0.73,
